Brand,Coe_left,Mileage,Road Tax,COE,Engine Cap,Curb Weight,Manufactured,OMV,Power,No. of Owners,Price,Type_Hatchback,Type_Luxury Sedan,Type_MPV,Type_Mid-Sized Sedan,Type_SUV,Type_Sports Car,Type_Stationwagon,Transmission_Auto,Transmission_Manual
Subaru,3.77,66000,744,62002,1600,1480,2014,16391,84,2,42900,0,0,0,0,1,0,0,1,0
Mercedes-Benz,3.26,46000,6236,65001,5461,1870,2014,99605,430,4,185000,0,0,0,0,0,1,0,1,0
Toyota,7.9,142000,821,26175,1497,1095,2009,12717,80,5,46800,0,0,0,1,0,0,0,1,0
Toyota,7.71,454249,1573,31933,1998,1540,2008,23511,110,3,55000,0,0,1,0,0,0,0,1,0
Audi,6.09,28000,624,42801,1395,1450,2017,33591,85,1,114939,0,0,0,0,0,1,0,1,0
Honda,0.45,119241,1628,63600,2354,1680,2010,34272,132,4,25000,0,0,1,0,0,0,0,1,0
Volkswagen,6.69,34000,392,40000,999,1257,2017,18644,81,2,72300,1,0,0,0,0,0,0,1,0
Subaru,7.42,37000,1208,31302,1995,1438,2017,13173,115,1,78888,0,0,0,1,0,0,0,1,0
Volkswagen,4.47,105899,682,18238,1390,1285,2010,26402,118,2,47888,0,0,0,0,0,1,0,1,0
Mercedes-Benz,3.6,129000,1202,72890,1991,1655,2014,45353,135,2,83800,0,1,0,0,0,0,0,1,0
Kia,2.9,155000,886,13088,1591,1251,2009,11851,92,4,18800,0,0,0,1,0,0,0,1,0
BMW,5.17,100000,684,57508,1499,1430,2016,29796,100,1,92800,0,0,0,0,1,0,0,1,0
Honda,5.61,76000,742,50000,1597,1249,2016,20640,92,2,70800,0,0,0,1,0,0,0,1,0
Honda,4.97,103000,590,22069,1339,1060,2009,18489,73,2,39800,1,0,0,0,0,0,0,1,0
Mercedes-Benz,7.82,122000,1169,33018,1796,1490,2009,43067,135,3,62800,0,1,0,0,0,0,0,1,0
Hyundai,8.02,28963,738,30009,1591,1345,2019,14802,93,1,75300,0,0,0,1,0,0,0,1,0
Nissan,4.21,58000,742,53644,1598,1205,2015,16439,85,2,48000,0,0,0,1,0,0,0,1,0
Honda,3.26,101000,1630,64889,2356,1855,2014,29743,129,1,60800,0,0,1,0,0,0,0,1,0
Toyota,3.52,109500,1792,71300,2494,1470,2014,27621,133,3,55800,0,1,0,0,0,0,0,1,0
Mitsubishi,7.64,62000,1210,32200,1998,1480,2018,19723,110,1,92800,0,0,0,0,1,0,0,1,0
BMW,2.3,112392,742,83751,1598,1405,2013,34727,100,3,46900,0,1,0,0,0,0,0,1,0
Toyota,7.99,170000,821,27886,1497,1110,2009,14155,80,3,55888,0,0,0,1,0,0,0,1,0
Toyota,4.29,81967,1196,62101,1986,1580,2015,25691,111,1,69800,0,0,0,0,1,0,0,1,0
Maserati,8.64,85000,5198,39463,4244,1880,2009,105097,298,4,158888,0,0,0,0,0,1,0,1,0
Lamborghini,6.37,8400,5834,48005,5204,1497,2016,201740,426,2,662000,0,0,0,0,0,1,0,1,0
MINI,4.76,1200,742,46970,1598,1235,2013,35659,160,3,153800,0,0,0,0,0,1,0,0,1
Toyota,6.01,222891,1361,54088,1794,1300,2007,17059,97,1,38500,0,0,1,0,0,0,0,1,0
Mercedes-Benz,7.96,162424,890,27886,1597,1500,2009,37582,115,2,57800,0,1,0,0,0,0,0,1,0
Toyota,5.82,62000,1196,53300,1986,1610,2016,31675,111,1,94800,0,0,0,0,1,0,0,1,0
Hyundai,7.06,21000,3602,37000,3778,2010,2017,45649,232,2,160000,0,1,0,0,0,0,0,1,0
Hyundai,2.96,129000,886,13943,1591,1264,2009,11465,89,4,17988,0,0,0,1,0,0,0,1,0
Kia,5.86,50000,738,50101,1591,1295,2017,12082,95,2,61800,0,0,0,1,0,0,0,1,0
Audi,4.9,43000,1194,49501,1984,2050,2016,59029,185,2,160000,0,0,0,0,1,0,0,1,0
Hyundai,5.72,60487,738,49430,1591,1345,2016,13823,93,1,59800,0,0,0,1,0,0,0,1,0
Honda,2.99,103541,708,13943,1339,1010,2009,14380,73,4,23800,1,0,0,0,0,0,0,1,0
Mercedes-Benz,9.24,136500,1071,32914,1796,1575,2010,52160,150,5,93888,0,0,0,0,0,1,0,1,0
Toyota,3.49,52000,976,72890,1798,1360,2014,23454,105,1,51800,0,0,1,0,0,0,0,1,0
Honda,6.1,113000,682,42801,1496,1185,2017,19728,96,3,63800,0,0,0,0,1,0,0,1,0
Audi,8.67,97000,1433,38071,1984,1280,2009,44016,200,2,87000,0,0,0,0,0,1,0,1,0
BMW,9.39,449,1210,40990,1998,1460,2020,47796,135,1,191800,0,1,0,0,0,0,0,1,0
Nissan,7.79,45000,508,26309,1197,1325,2018,20399,85,1,92800,0,0,0,0,1,0,0,1,0
Honda,5.03,56000,682,53694,1496,1130,2015,17953,97,2,53800,0,0,0,0,0,0,1,1,0
Honda,8.83,118000,1174,33568,1799,1385,2009,26187,103,6,68000,0,0,1,0,0,0,0,1,0
Toyota,5.29,46500,742,52503,1598,1215,2016,19990,90,1,63800,0,0,0,1,0,0,0,1,0
Mazda,8.32,102000,686,29485,1308,1360,2008,30279,158,6,67800,0,0,0,0,0,1,0,1,0
Nissan,4.55,20040,70,39001,1198,1044,2015,12554,58,1,36800,1,0,0,0,0,0,0,1,0
Mercedes-Benz,6.33,51000,740,44002,1595,1430,2017,28815,90,2,105888,0,1,0,0,0,0,0,1,0
Hyundai,7.34,24700,738,28457,1591,1345,2018,14515,93,1,73800,0,0,0,1,0,0,0,1,0
Toyota,7.77,17500,682,26301,1496,1350,2019,19223,79,1,82500,0,0,1,0,0,0,0,1,0
Mercedes-Benz,5.58,61869,1202,46229,1991,1525,2016,41667,135,2,139800,0,0,0,0,0,1,0,1,0
Mazda,6.15,74049,682,51600,1496,1310,2017,14934,88,2,59900,0,0,0,1,0,0,0,1,0
Nissan,4.84,96000,508,45504,1198,1081,2016,14461,72,1,44500,1,0,0,0,0,0,0,1,0
Lexus,7.41,39800,1784,32311,2487,1620,2018,47664,152,1,156800,0,1,0,0,0,0,0,1,0
Mitsubishi,7.05,12431,506,36426,1193,940,2017,14239,59,1,67800,1,0,0,0,0,0,0,1,0
Mercedes-Benz,6.5,80000,1202,49996,1991,1605,2017,52099,135,1,151800,0,1,0,0,0,0,0,1,0
Volkswagen,1.34,107000,620,63000,1390,1417,2012,18884,90,1,25900,0,0,0,1,0,0,0,1,0
BMW,9.39,125000,2598,38216,2979,1700,2010,62331,225,4,112800,0,1,0,0,0,0,0,1,0
Maserati,7.54,33000,2362,31001,2979,1850,2018,94301,257,1,297000,0,1,0,0,0,0,0,1,0
Porsche,9.65,80000,3654,42683,3598,2105,2011,76702,220,3,144000,0,0,0,0,1,0,0,1,0
Hyundai,4.4,64000,1212,59889,1999,1460,2015,24579,113,2,59800,0,1,0,0,0,0,0,1,0
Honda,1.15,198000,1369,26237,1799,1370,2007,19836,103,3,9800,0,0,1,0,0,0,0,1,0
BMW,6.11,77339,1210,49802,1997,1680,2017,33704,135,2,130800,0,0,0,0,1,0,0,1,0
Toyota,3.51,105000,976,72890,1798,1360,2014,23454,105,1,51500,0,0,1,0,0,0,0,1,0
Toyota,8.3,15936,742,31759,1598,1230,2019,18786,96,1,88800,0,0,0,1,0,0,0,1,0
Toyota,9.17,11765,682,33000,1496,1350,2019,19828,79,1,98800,0,0,1,0,0,0,0,1,0
Mercedes-Benz,2.32,122000,740,83751,1595,1430,2013,28233,115,5,51800,0,1,0,0,0,0,0,1,0
Peugeot,7.06,60000,508,34110,1199,1150,2017,21649,96,2,75000,1,0,0,0,0,0,0,1,0
Bentley,3.89,60000,3940,78001,3993,2470,2013,198001,373,1,466666,0,0,0,0,0,1,0,1,0
Infiniti,9.31,10000,1202,40989,1991,1656,2019,34122,155,1,160800,0,1,0,0,0,0,0,1,0
Mitsubishi,7.65,103500,954,26047,1584,1162,2009,14734,79,4,52800,0,0,0,1,0,0,0,1,0
Audi,9.24,110000,1074,32914,1798,1450,2010,38496,118,4,69800,0,1,0,0,0,0,0,1,0
Mercedes-Benz,6.41,80000,740,44002,1595,1430,2017,30974,90,2,113000,0,1,0,0,0,0,0,1,0
Audi,8.06,21000,392,30009,999,1280,2018,22100,85,1,101800,0,1,0,0,0,0,0,1,0
Mercedes-Benz,9.57,144000,816,37303,1597,1500,2010,31893,115,3,104000,0,1,0,0,0,0,0,1,0
Mitsubishi,5.21,110000,1815,54463,1997,1410,2005,35710,206,3,168888,0,0,0,0,0,1,0,0,1
Honda,2.33,182000,887,15142,1496,1160,2008,14275,81,5,16000,0,0,0,0,0,0,1,1,0
Mercedes-Benz,9.58,6900,2382,49300,2996,1875,2020,76153,287,1,339900,0,0,0,0,1,0,0,1,0
BMW,1.72,63000,742,78301,1598,1405,2012,34105,100,1,45000,0,1,0,0,0,0,0,1,0
Honda,9.13,13000,78,16520,1317,1030,2019,16688,73,1,61500,1,0,0,0,0,0,0,1,0
Mercedes-Benz,4.64,64000,740,59200,1595,1435,2015,27630,90,2,81000,0,0,0,0,1,0,0,1,0
Mercedes-Benz,5.65,59000,1202,53001,1991,1605,2016,57065,135,1,159000,0,1,0,0,0,0,0,1,0
Toyota,6.19,65000,1210,50101,1998,1695,2017,30808,170,2,104000,0,0,0,0,1,0,0,1,0
Porsche,1.85,87000,3638,92901,3800,1490,2013,159715,294,2,302888,0,0,0,0,0,1,0,1,0
Audi,9.21,115355,2963,32914,3197,1795,2010,53275,199,5,78800,0,0,0,0,1,0,0,1,0
Kia,4.89,39000,738,47300,1591,1295,2016,16352,95,1,53888,0,0,0,1,0,0,0,1,0
Kia,3.93,193000,812,16438,1591,1232,2010,15291,92,5,37800,0,0,0,0,0,1,0,1,0
Mercedes-Benz,3.94,71350,740,67749,1595,1430,2015,27462,90,1,72005,0,1,0,0,0,0,0,1,0
Honda,5.29,45000,682,51506,1496,1190,2016,19919,96,1,58800,0,0,0,0,1,0,0,1,0
BMW,5.28,82800,2362,56956,2979,1815,2016,57186,225,2,151000,0,0,0,0,1,0,0,1,0
BMW,3.47,118051,684,72201,1499,1360,2014,27860,100,2,53800,1,0,0,0,0,0,0,1,0
Hyundai,2.4,127300,959,15142,1591,1264,2009,11974,89,3,19800,0,0,0,1,0,0,0,1,0
Mercedes-Benz,9.87,88,1202,52200,1991,1695,2020,70856,310,1,318800,0,0,0,0,0,1,0,1,0
Porsche,8.65,145000,3665,39463,3605,1760,2010,99335,300,6,129800,0,0,0,0,0,1,0,1,0
BMW,9.07,116000,1329,33568,1995,1625,2010,42414,115,5,76800,0,0,0,0,0,1,0,1,0
Bentley,6,20000,3940,46229,3993,2370,2016,124037,388,2,468000,0,0,0,0,0,1,0,1,0
Mitsubishi,7.96,27500,1210,43102,1998,1480,2018,19410,110,1,98800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,8.36,28058,586,34000,1332,1405,2019,29676,100,1,131800,1,0,0,0,0,0,0,1,0
Subaru,6.14,59500,744,42801,1600,1480,2017,15682,84,1,68800,0,0,0,0,1,0,0,1,0
Toyota,2.76,100000,965,12763,1598,1195,2008,16084,80,5,21800,0,0,0,1,0,0,0,1,0
Nissan,4.2,86500,742,56209,1598,1205,2015,16028,85,2,45800,0,0,0,1,0,0,0,1,0
MINI,1.4,50000,742,71001,1598,1255,2012,30792,135,3,45800,0,0,0,0,0,1,0,1,0
Toyota,2.22,140000,889,17099,1497,1095,2008,11834,80,5,15800,0,0,0,1,0,0,0,1,0
BMW,4.06,128800,1210,75801,1997,1615,2014,40310,180,2,93800,0,1,0,0,0,0,0,1,0
Mercedes-Benz,9.9,48000,974,47316,1796,1575,2010,65148,150,3,109888,0,0,0,0,0,1,0,1,0
Suzuki,5.97,75400,610,51106,1372,1055,2016,12427,70,1,58800,1,0,0,0,0,0,0,1,0
BMW,9.13,9000,1210,35001,1998,1485,2019,41264,141,1,168899,0,0,0,0,1,0,0,1,0
Mercedes-Benz,8.83,10800,586,30012,1332,1445,2019,38127,120,1,178800,0,0,0,0,0,0,1,1,0
Mercedes-Benz,9.32,138000,816,33140,1597,1500,2010,31893,115,4,71800,0,1,0,0,0,0,0,1,0
BMW,7.31,72388,684,32000,1499,1430,2018,36886,103,1,121800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,9.91,88,586,52200,1332,1555,2020,34159,120,1,188800,0,0,0,0,1,0,0,1,0
Toyota,8.71,20773,1210,37705,1998,1695,2019,30808,170,1,133888,0,0,0,0,1,0,0,1,0
Audi,2.15,60850,1194,77000,1984,1565,2013,39175,132,2,53500,0,1,0,0,0,0,0,1,0
Mitsubishi,5.76,193000,999,49429,1468,1160,2007,17364,113,5,53800,0,0,0,0,0,1,0,1,0
Subaru,7.03,41853,1208,36000,1995,1489,2017,16555,115,1,80800,0,0,0,0,1,0,0,1,0
Ford,5.29,50000,1520,57002,2261,1760,2016,48552,233,3,158888,0,0,0,0,0,1,0,1,0
BMW,4.51,74000,2384,61103,2998,1770,2015,80615,240,1,179777,0,1,0,0,0,0,0,1,0
Volvo,9.21,9000,1176,38802,1969,1782,2019,37616,187,1,181888,0,0,0,0,0,0,1,1,0
Mercedes-Benz,7.04,166000,1266,37906,1796,1485,2008,37046,115,6,59800,0,1,0,0,0,0,0,1,0
Toyota,6.99,150000,2129,38712,2362,1710,2008,25331,125,5,57800,0,0,1,0,0,0,0,1,0
Toyota,7.99,139000,818,27886,1496,1200,2008,18468,81,3,49800,0,0,0,1,0,0,0,1,0
Honda,9.32,82231,1076,34935,1799,1360,2009,21240,103,2,63800,0,0,1,0,0,0,0,1,0
Hyundai,7.42,29912,738,28457,1591,1345,2018,12628,93,1,69800,0,0,0,1,0,0,0,1,0
Mercedes-Benz,6.86,24000,740,42322,1595,1425,2017,37239,115,1,130800,0,1,0,0,0,0,0,1,0
Toyota,2.7,147257,1264,15967,1794,1310,2009,18803,97,3,21500,0,0,1,0,0,0,0,1,0
Mitsubishi,1.72,120000,1028,21061,1584,1162,2007,12816,79,3,11800,0,0,0,1,0,0,0,1,0
Mitsubishi,7.48,119000,1573,32121,1998,1540,2008,39424,206,2,128000,0,0,0,0,0,1,0,1,0
Toyota,4.87,68714,742,47300,1598,1205,2016,17982,90,1,58555,0,0,0,1,0,0,0,1,0
Toyota,8.57,150000,821,31976,1497,1095,2009,12717,80,2,69800,0,0,0,1,0,0,0,1,0
Mazda,8.72,7688,1210,38000,1998,1515,2019,19218,121,1,104688,0,1,0,0,0,0,0,1,0
Toyota,4.04,114974,1638,76612,2362,1790,2014,29861,125,1,69800,0,0,1,0,0,0,0,1,0
Kia,7.62,51000,738,25000,1591,1287,2018,13826,93,2,72500,0,0,0,1,0,0,0,1,0
Mazda,4.48,98000,1210,59889,1998,1664,2015,19387,111,2,62988,0,0,1,0,0,0,0,1,0
Hyundai,7.27,36700,238,13209,1591,1345,2018,12535,93,2,58800,0,0,0,1,0,0,0,1,0
Toyota,5.27,60000,974,56002,1797,1350,2016,20016,105,2,67800,0,0,1,0,0,0,0,1,0
Nissan,3.76,109666,508,62002,1197,1285,2014,19382,85,1,45800,0,0,0,0,1,0,0,1,0
Kia,6.53,59339,1212,49996,1999,1500,2017,23324,114,2,86800,0,0,0,0,1,0,0,1,0
Skoda,8.3,39000,1194,37000,1984,1577,2018,26501,180,1,128000,0,0,0,1,0,0,0,1,0
BMW,7.4,41000,684,32900,1499,1380,2018,29536,80,1,105800,1,0,0,0,0,0,0,1,0
Mitsubishi,7.57,63000,1210,31101,1998,1480,2018,19419,110,1,92500,0,0,0,0,1,0,0,1,0
Renault,8.23,16000,976,39400,1798,1430,2019,30425,205,1,149500,0,0,0,0,0,1,0,1,0
Hyundai,5.49,46730,738,52668,1591,1345,2016,17756,93,1,60800,0,0,0,1,0,0,0,1,0
Honda,2.28,236000,1271,16689,1799,1390,2008,19401,103,3,24500,0,0,1,0,0,0,0,1,0
Toyota,8.48,27000,1210,40101,1998,1695,2019,30808,170,1,133800,0,0,0,0,1,0,0,1,0
Audi,3.11,79800,1194,67334,1984,1630,2014,33296,125,3,66800,0,0,0,0,1,0,0,1,0
Toyota,6.48,138000,2293,50168,2362,1830,2007,36972,117,3,55000,0,0,1,0,0,0,0,1,0
Mercedes-Benz,9.65,106000,974,42683,1796,1695,2011,57759,150,3,105800,0,1,0,0,0,0,0,1,0
Mercedes-Benz,7.9,93000,1169,35411,1796,1575,2009,57392,150,2,92000,0,0,0,0,0,1,0,1,0
Kia,6.48,41022,238,25902,1591,1295,2017,11827,95,1,50800,0,0,0,1,0,0,0,1,0
Kia,6.88,31524,238,21000,1591,1295,2017,11435,95,2,51800,0,0,0,1,0,0,0,1,0
Mercedes-Benz,9.32,105928,1071,34935,1796,1685,2010,58555,135,5,95800,0,0,0,0,0,1,0,1,0
Audi,4.28,97750,624,57089,1395,1310,2015,27587,92,2,60800,0,1,0,0,0,0,0,1,0
Subaru,2.36,150000,889,15142,1498,1310,2008,12423,79,2,14800,0,0,0,1,0,0,0,0,1
Mitsubishi,5.41,63526,1210,56410,1998,1355,2016,18954,110,1,59800,0,0,0,0,1,0,0,1,0
Honda,5.97,58000,682,51106,1496,1130,2016,17663,97,1,61800,0,0,0,0,0,0,1,1,0
BMW,4.36,86000,1210,58190,1997,1770,2014,53466,180,2,118500,0,0,0,0,1,0,0,1,0
Mitsubishi,2.45,162000,889,14835,1499,1313,2008,15491,80,4,19999,0,0,0,1,0,0,0,1,0
Toyota,4.53,117950,742,56001,1598,1205,2015,19589,90,2,55900,0,0,0,1,0,0,0,1,0
Toyota,4.41,70000,742,56001,1598,1205,2015,19589,90,1,55988,0,0,0,1,0,0,0,1,0
Honda,7.81,122500,767,25525,1339,1010,2008,14918,73,3,48888,1,0,0,0,0,0,0,1,0
Honda,4.79,76291,1630,47604,2356,1855,2016,29501,129,1,85800,0,0,1,0,0,0,0,1,0
Mercedes-Benz,9.2,19000,740,35710,1595,1435,2019,25811,90,1,129999,0,0,0,0,1,0,0,1,0
Nissan,6.38,52213,508,41617,1197,1325,2017,19881,85,1,75800,0,0,0,0,1,0,0,1,0
Toyota,8.01,9700,682,36704,1496,1350,2019,19477,79,1,90800,0,0,1,0,0,0,0,1,0
Volkswagen,4.62,96000,620,54920,1390,1551,2015,26399,118,3,64500,0,0,0,0,1,0,0,1,0
Mazda,5.31,78900,1210,55501,1998,1664,2016,22313,111,1,74800,0,0,1,0,0,0,0,1,0
Toyota,3.76,95000,976,74000,1798,1360,2014,23454,105,1,53800,0,0,1,0,0,0,0,1,0
Nissan,7.46,53509,508,28000,1198,1048,2018,13438,58,1,61588,1,0,0,0,0,0,0,1,0
Mercedes-Benz,7.9,137300,2858,35411,2997,1850,2008,82982,170,2,77800,0,1,0,0,0,0,0,1,0
Honda,1.36,165000,1369,25226,1799,1350,2007,18446,103,3,11500,0,0,1,0,0,0,0,1,0
Mazda,7.46,59000,682,28199,1496,1329,2018,18114,88,1,80688,1,0,0,0,0,0,0,1,0
Mazda,4.6,75420,682,54301,1496,1321,2015,15121,88,2,46588,0,0,0,1,0,0,0,1,0
Mercedes-Benz,5.61,28000,740,57002,1595,1475,2016,38166,115,2,130800,0,0,0,0,0,1,0,1,0
Nissan,5.77,45000,1786,51000,2488,1975,2016,37111,125,2,106800,0,0,1,0,0,0,0,1,0
Volkswagen,7.34,63000,392,32000,999,1257,2018,18649,81,1,78800,1,0,0,0,0,0,0,1,0
Mercedes-Benz,6.96,42790,1202,38501,1991,1605,2017,57550,135,1,167800,0,1,0,0,0,0,0,1,0
BMW,6.87,48682,684,37330,1499,1430,2018,35627,103,1,118800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,4.44,93000,2382,59889,2996,1935,2015,96961,245,3,188888,0,1,0,0,0,0,0,1,0
Toyota,7.39,180000,2129,32279,2362,1540,2008,27261,123,3,50000,0,1,0,0,0,0,0,1,0
Volkswagen,4.02,150000,682,16438,1390,1285,2010,24394,118,6,38800,0,0,0,0,0,1,0,1,0
Toyota,7.44,173207,965,29670,1598,1195,2008,16084,80,4,45800,0,0,0,1,0,0,0,1,0
Mitsubishi,6.86,44000,506,37000,1193,940,2018,14015,59,1,56800,0,0,0,1,0,0,0,1,0
Toyota,5.59,38113,1792,53001,2493,1980,2015,35767,134,1,123800,0,0,1,0,0,0,0,1,0
Volkswagen,7.57,33000,976,30851,1798,1480,2018,32149,132,2,105800,0,1,0,0,0,0,0,1,0
Mazda,6.84,62617,682,37000,1496,1310,2018,14572,88,1,68800,0,0,0,1,0,0,0,1,0
Mazda,9.18,7484,182,16000,1496,1067,2019,15153,85,1,67777,1,0,0,0,0,0,0,1,0
BMW,7.72,62000,684,26301,1499,1490,2018,31412,80,1,113888,0,0,1,0,0,0,0,1,0
Honda,4.95,68000,682,46667,1496,1190,2015,20333,96,3,55800,0,0,0,0,1,0,0,1,0
Audi,5.39,83000,976,56410,1798,1710,2015,43071,140,2,111888,0,0,0,0,0,0,1,1,0
Hyundai,6.79,60000,738,38830,1591,1345,2018,10087,93,1,62800,0,0,0,1,0,0,0,1,0
Toyota,7.38,116900,887,30284,1496,1200,2008,15433,81,3,47800,0,0,0,1,0,0,0,1,0
Honda,5.46,72677,684,52668,1497,1078,2016,16394,88,1,57500,0,0,0,1,0,0,0,1,0
Mitsubishi,5.97,78000,1636,54406,2360,1625,2017,20462,123,1,79800,0,0,0,0,1,0,0,1,0
Toyota,4.5,102000,742,56001,1598,1205,2015,19589,90,2,55800,0,0,0,1,0,0,0,1,0
Subaru,7.15,34280,1208,32551,1995,1489,2018,16555,115,1,83800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,3.17,87000,1202,65301,1991,1655,2014,42793,135,1,78800,0,1,0,0,0,0,0,1,0
Toyota,2.42,133000,976,77100,1798,1360,2013,23453,105,2,40800,0,0,1,0,0,0,0,1,0
Mercedes-Benz,9.13,7000,684,33520,1497,1505,2019,32424,95,1,151800,0,1,0,0,0,0,0,1,0
Kia,4.73,86000,738,46651,1591,1295,2016,14593,95,1,49500,0,0,0,1,0,0,0,1,0
Porsche,0.92,70000,3332,83700,3605,1760,2012,105692,300,1,108800,0,0,0,0,0,1,0,1,0
Toyota,7.7,37500,1638,34509,2362,1775,2019,34487,125,1,131800,0,0,1,0,0,0,0,1,0
Peugeot,5.39,87000,508,50991,1199,1150,2016,20502,96,1,52800,1,0,0,0,0,0,0,1,0
Toyota,6.13,50320,742,42801,1598,1215,2016,19995,90,1,72800,0,0,0,1,0,0,0,1,0
Honda,0.9,184000,1369,26004,1799,1350,2007,18182,103,2,7200,0,0,1,0,0,0,0,1,0
Peugeot,9.37,1800,742,40690,1598,1430,2018,29484,133,1,126800,0,0,0,0,1,0,0,1,0
Honda,2.41,168000,889,14835,1497,1115,2008,21533,88,3,20888,1,0,0,0,0,0,0,1,0
Toyota,2.48,330000,1573,16061,1998,1530,2008,25403,108,3,19500,0,1,0,0,0,0,0,1,0
Audi,1.57,80000,4206,95990,4163,1885,2011,104879,273,5,95888,0,1,0,0,0,0,0,1,0
Honda,5.58,71000,682,48000,1496,1190,2016,21611,96,3,58888,0,0,0,0,1,0,0,1,0
Mazda,6.48,48000,1210,52000,1998,1675,2017,21005,111,1,89800,0,0,1,0,0,0,0,1,0
Porsche,9.47,102000,2486,40014,2893,1440,2010,69902,188,3,140800,0,0,0,0,0,1,0,1,0
Volkswagen,4.14,120000,682,16438,1390,1285,2010,23881,118,4,40800,0,0,0,0,0,1,0,1,0
Honda,7.4,27150,78,15699,1318,1052,2018,15812,73,1,54800,1,0,0,0,0,0,0,1,0
Mercedes-Benz,7.7,12027,1202,31001,1991,1605,2018,55386,135,2,185800,0,1,0,0,0,0,0,1,0
Toyota,7.64,22300,1792,32909,2493,2030,2018,50577,134,1,173888,0,0,1,0,0,0,0,1,0
Skoda,7.15,26900,1194,31000,1984,1700,2018,27255,162,1,103800,0,1,0,0,0,0,0,1,0
Bentley,5.4,49027,3940,55201,3993,2295,2014,220197,388,2,527800,0,0,0,0,0,1,0,1,0
Mercedes-Benz,4.58,57000,740,54301,1595,1470,2015,25533,90,1,81800,0,0,0,0,1,0,0,1,0
Toyota,3.24,112310,818,14664,1496,1200,2009,18142,81,3,26999,0,0,0,1,0,0,0,1,0
Toyota,6.17,135500,958,45400,1497,1095,2007,12607,80,4,38800,0,0,0,1,0,0,0,1,0
Audi,1.98,56888,5834,92667,5204,1675,2013,182233,404,6,318888,0,0,0,0,0,1,0,1,0
Toyota,7.88,35000,4902,37620,4608,2510,2018,56793,234,1,207800,0,0,0,0,1,0,0,1,0
BMW,1.23,150000,742,66889,1598,1315,2012,29132,125,2,37500,1,0,0,0,0,0,0,1,0
Mercedes-Benz,6.32,145000,1364,50355,1796,1540,2007,49527,135,1,50000,0,1,0,0,0,0,0,1,0
Nissan,5.48,45000,508,50951,1197,1285,2016,18725,85,2,61800,0,0,0,0,1,0,0,1,0
BMW,6.98,26000,1210,38700,1998,1720,2017,78256,190,2,233888,0,1,0,0,0,0,0,1,0
Proton,9.32,146239,816,33140,1597,1422,2011,14132,93,3,58000,0,0,1,0,0,0,0,1,0
Toyota,7.57,160000,887,26047,1496,1200,2008,15506,81,6,47800,0,0,0,1,0,0,0,1,0
Subaru,6.48,280000,1688,50168,1994,1390,2007,22663,184,6,53000,0,0,0,0,0,1,0,1,0
Hyundai,8.48,5900,238,15000,1591,1345,2019,14628,93,1,64800,0,0,0,1,0,0,0,1,0
Honda,8.15,29888,742,28589,1597,1237,2019,20084,92,1,89800,0,0,0,1,0,0,0,1,0
Mazda,7.48,61304,1210,32000,1998,1515,2018,22245,121,1,89800,0,1,0,0,0,0,0,1,0
Volkswagen,7.26,20100,392,31997,999,1257,2018,17014,81,1,78000,1,0,0,0,0,0,0,1,0
Honda,8.77,115000,1174,35416,1799,1385,2009,26909,103,4,68000,0,0,1,0,0,0,0,1,0
Hyundai,7.49,197599,1539,31553,1975,1468,2008,16564,104,3,39800,0,0,0,0,1,0,0,1,0
Honda,6.64,25155,682,36890,1496,1190,2017,22498,96,1,72800,0,0,0,0,1,0,0,1,0
Hyundai,7.01,38265,738,36426,1591,1345,2018,10241,93,1,64800,0,0,0,1,0,0,0,1,0
Mazda,4.97,90085,1210,49000,1998,1535,2016,19339,111,2,60800,0,0,1,0,0,0,0,1,0
Chevrolet,5.49,40000,604,53001,1362,1485,2016,17021,103,2,57800,0,0,0,0,0,0,1,1,0
Toyota,7.31,36249,1792,32001,2494,2045,2018,48192,134,1,168800,0,0,1,0,0,0,0,1,0
Mercedes-Benz,8.36,36000,740,27000,1595,1435,2019,28463,90,1,128800,0,0,0,0,1,0,0,1,0
BMW,9.47,10808,1210,39000,1998,1685,2020,44385,135,1,206800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,8.71,13000,586,37900,1332,1405,2019,29676,100,1,142800,1,0,0,0,0,0,0,1,0
Mercedes-Benz,6.76,60000,2382,45289,2996,1955,2017,102854,270,1,306800,0,1,0,0,0,0,0,1,0
Toyota,5.89,37000,242,34765,1598,1215,2016,19990,90,1,59800,0,0,0,1,0,0,0,1,0
BMW,6.41,56890,684,52000,1499,1430,2017,31267,100,2,103600,0,0,0,0,1,0,0,1,0
Mercedes-Benz,8.21,8000,740,34000,1595,1490,2019,36204,115,1,155800,0,1,0,0,0,0,0,1,0
Skoda,9.11,19000,1194,35889,1984,1577,2019,26681,180,1,153800,0,0,0,1,0,0,0,1,0
Mercedes-Benz,7.32,189000,1266,33377,1796,1485,2008,37066,115,3,59500,0,1,0,0,0,0,0,1,0
Lexus,4.92,73000,1210,51010,1998,1755,2016,46467,175,1,113800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,4.12,115000,740,71509,1595,1425,2015,35738,115,2,86800,0,1,0,0,0,0,0,1,0
